7:
 num     #instances         #bytes  class name (module)
5589:             1             16  org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration
5590:             1             16  org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration
5591:             1             16  org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$ComponentScanPackageCheck
5592:             1             16  org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$ConfigurationWarningsPostProcessor
5593:             1             16  org.springframework.boot.context.FileEncodingApplicationListener
5594:             1             16  org.springframework.boot.context.config.AnsiOutputApplicationListener
5595:             1             16  org.springframework.boot.context.config.AnsiOutputApplicationListener$$Lambda/0x000000b00118a900
5596:             1             16  org.springframework.boot.context.config.ConfigDataEnvironment$$Lambda/0x000000b00118c258
5597:             1             16  org.springframework.boot.context.config.ConfigDataEnvironmentContributor$$Lambda/0x000000b00118e850
5598:             1             16  org.springframework.boot.context.config.ConfigDataEnvironmentContributors$$Lambda/0x000000b001153a90
5599:             1             16  org.springframework.boot.context.config.ConfigDataEnvironmentContributors$$Lambda/0x000000b001187cb0
5600:             1             16  org.springframework.boot.context.config.ConfigDataEnvironmentUpdateListener$1
5601:             1             16  org.springframework.boot.context.config.ConfigDataLoaders$$Lambda/0x000000b001155780
5602:             1             16  org.springframework.boot.context.config.ConfigDataLocationResolvers$$Lambda/0x000000b00114b650
5603:             1             16  org.springframework.boot.context.config.LocationResourceLoader$$Lambda/0x000000b00114e000
5604:             1             16  org.springframework.boot.context.config.LocationResourceLoader$$Lambda/0x000000b00114e240
5605:             1             16  org.springframework.boot.context.config.Profiles$$Lambda/0x000000b00118cdd8
5606:             1             16  org.springframework.boot.context.config.Profiles$$Lambda/0x000000b00118d6a0
5607:             1             16  org.springframework.boot.context.config.Profiles$Type$$Lambda/0x000000b00118db10
5608:             1             16  org.springframework.boot.context.config.Profiles$Type$$Lambda/0x000000b00118dd50
5609:             1             16  org.springframework.boot.context.config.StandardConfigDataLocationResolver$$Lambda/0x000000b00115b4a8
5610:             1             16  org.springframework.boot.context.config.StandardConfigDataLocationResolver$$Lambda/0x000000b00115b940
5611:             1             16  org.springframework.boot.context.config.SystemEnvironmentConfigDataLocationResolver$$Lambda/0x000000b001154ee0
5612:             1             16  org.springframework.boot.context.logging.LoggingApplicationListener$$Lambda/0x000000b0011b7b98
5613:             1             16  org.springframework.boot.context.properties.BoundConfigurationProperties
5614:             1             16  org.springframework.boot.context.properties.ConfigurationPropertiesBinder$$Lambda/0x000000b001405458
5615:             1             16  org.springframework.boot.context.properties.ConfigurationPropertiesBinder$ConfigurationPropertiesBinderFactory
5616:             1             16  org.springframework.boot.context.properties.ConfigurationPropertiesScanRegistrar$$Lambda/0x000000b001353e90
5617:             1             16  org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar$$Lambda/0x000000b0013537c8
5618:             1             16  org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar$$Lambda/0x000000b001353a08
5619:             1             16  org.springframework.boot.context.properties.PropertyMapper$$Lambda/0x000000b00140fc70
5620:             1             16  org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda/0x000000b00140ba90
5621:             1             16  org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda/0x000000b00141cd38
5622:             1             16  org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda/0x000000b0014217f0
5623:             1             16  org.springframework.boot.context.properties.bind.ArrayBinder$$Lambda/0x000000b00114fa68
5624:             1             16  org.springframework.boot.context.properties.bind.BindHandler$1
5625:             1             16  org.springframework.boot.context.properties.bind.BindResult
5626:             1             16  org.springframework.boot.context.properties.bind.Bindable$$Lambda/0x000000b0011b8ab8
5627:             1             16  org.springframework.boot.context.properties.bind.Bindable$$Lambda/0x000000b001403620
5628:             1             16  org.springframework.boot.context.properties.bind.DefaultBindConstructorProvider
5629:             1             16  org.springframework.boot.context.properties.bind.DefaultBindConstructorProvider$Constructors$$Lambda/0x000000b00117bc50
5630:             1             16  org.springframework.boot.context.properties.bind.DefaultBindConstructorProvider$Constructors$$Lambda/0x000000b00117e000
5631:             1             16  org.springframework.boot.context.properties.bind.DefaultBindConstructorProvider$Constructors$$Lambda/0x000000b00117e450
5632:             1             16  org.springframework.boot.context.properties.bind.DefaultBindConstructorProvider$Constructors$$Lambda/0x000000b00117e6a0
5633:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder
5634:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$$Lambda/0x000000b0011bef00
5635:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$$Lambda/0x000000b0011bf598
5636:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperties$$Lambda/0x000000b0011b9980
5637:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperties$$Lambda/0x000000b0011bb3a0
5638:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperties$$Lambda/0x000000b0011bb5e0
5639:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperties$$Lambda/0x000000b0011bbce0
5640:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperties$$Lambda/0x000000b0011be448
5641:             1             16  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperties$$Lambda/0x000000b0011be878
5642:             1             16  org.springframework.boot.context.properties.bind.ValueObjectBinder
5643:             1             16  org.springframework.boot.context.properties.bind.ValueObjectBinder$Discoverer$$Lambda/0x000000b001149c38
5644:             1             16  org.springframework.boot.context.properties.bind.ValueObjectBinder$Discoverer$$Lambda/0x000000b001149e68
5645:             1             16  org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda/0x000000b00113bc60
5646:             1             16  org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda/0x000000b0011b7758
5647:             1             16  org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda/0x000000b0011b7978
5648:             1             16  org.springframework.boot.context.properties.source.ConfigurationPropertySourcesCaching
5649:             1             16  org.springframework.boot.context.properties.source.ConfigurationPropertySourcesCaching$CacheOverrides$$Lambda/0x000000b00114ab90
5650:             1             16  org.springframework.boot.context.properties.source.PropertyMapper$$Lambda/0x000000b00113eea8
5651:             1             16  org.springframework.boot.context.properties.source.SoftReferenceConfigurationPropertyCache$$Lambda/0x000000b00113f9c0
5652:             1             16  org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$$Lambda/0x000000b0011545f0
5653:             1             16  org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$Cache$$Lambda/0x000000b00113ad50
5654:             1             16  org.springframework.boot.context.properties.source.SystemEnvironmentPropertyMapper
5655:             1             16  org.springframework.boot.context.properties.source.SystemEnvironmentPropertyMapper$$Lambda/0x000000b001139470
5656:             1             16  org.springframework.boot.context.properties.source.SystemEnvironmentPropertyMapper$$Lambda/0x000000b00113b5e0
5657:             1             16  org.springframework.boot.env.EnvironmentPostProcessorApplicationListener$$Lambda/0x000000b001107380
5658:             1             16  org.springframework.boot.env.SpringApplicationJsonEnvironmentPostProcessor$$Lambda/0x000000b0011398e0
5659:             1             16  org.springframework.boot.env.SpringApplicationJsonEnvironmentPostProcessor$$Lambda/0x000000b001139b20
5660:             1             16  org.springframework.boot.http.client.Empty$$Lambda/0x000000b00193cce8
5661:             1             16  org.springframework.boot.http.client.JdkHttpClientBuilder
5662:             1             16  org.springframework.boot.io.ClassPathResourceFilePathResolver
5663:             1             16  org.springframework.boot.jackson.JsonMixinModuleEntries
5664:             1             16  org.springframework.boot.jdbc.DataSourceBuilder$HikariDataSourceProperties$$Lambda/0x000000b00132a1f8
5665:             1             16  org.springframework.boot.jdbc.DataSourceBuilder$HikariDataSourceProperties$$Lambda/0x000000b00132a618
5666:             1             16  org.springframework.boot.jdbc.DataSourceBuilder$HikariDataSourceProperties$$Lambda/0x000000b00132af68
