7:
 num     #instances         #bytes  class name (module)
3093:             1             32  org.h2.mvstore.tx.VersionedBitSet
3094:             2             32  org.h2.mvstore.tx.VersionedValueType$Factory
3095:             2             32  org.h2.mvstore.type.ObjectDataType
3096:             2             32  org.h2.value.ValueBoolean
3097:             1             32  org.hibernate.annotations.common.reflection.java.JavaXClass
3098:             1             32  org.hibernate.boot.beanvalidation.BeanValidationEventListener
3099:             1             32  org.hibernate.boot.internal.InFlightMetadataCollectorImpl$EntityTableXrefImpl
3100:             1             32  org.hibernate.boot.internal.InFlightMetadataCollectorImpl$TableColumnNameBinding
3101:             1             32  org.hibernate.boot.internal.MetadataBuilderImpl$MappingDefaultsImpl
3102:             1             32  org.hibernate.boot.model.internal.JPAXMLOverriddenMetadataProvider
3103:             2             32  org.hibernate.boot.model.relational.ColumnOrderingStrategyStandard
3104:             1             32  org.hibernate.boot.registry.StandardServiceRegistryBuilder$1
3105:             1             32  org.hibernate.boot.registry.internal.BootstrapServiceRegistryImpl
3106:             1             32  org.hibernate.bytecode.enhance.spi.interceptor.LazyAttributesMetadata
3107:             2             32  org.hibernate.dialect.function.AvgFunction$Validator
3108:             1             32  org.hibernate.dialect.function.CastStrEmulation
3109:             1             32  org.hibernate.dialect.function.CoalesceIfnullEmulation
3110:             1             32  org.hibernate.dialect.function.ExtractFunction
3111:             1             32  org.hibernate.dialect.function.InsertSubstringOverlayEmulation
3112:             1             32  org.hibernate.dialect.function.LpadRpadPadEmulation
3113:             1             32  org.hibernate.dialect.function.SqlFunction
3114:             1             32  org.hibernate.dialect.function.SumReturnTypeResolver
3115:             2             32  org.hibernate.dialect.function.array.ArrayViaArgumentReturnTypeResolver
3116:             1             32  org.hibernate.engine.jdbc.internal.HighlightingFormatter
3117:             1             32  org.hibernate.engine.jdbc.internal.JdbcServicesImpl
3118:             1             32  org.hibernate.engine.profile.DefaultFetchProfile
3119:             2             32  org.hibernate.engine.query.internal.NativeQueryInterpreterStandardImpl
3120:             2             32  org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform
3121:             2             32  org.hibernate.exception.internal.SQLStateConversionDelegate
3122:             2             32  org.hibernate.exception.internal.StandardSQLExceptionConverter
3123:             1             32  org.hibernate.generator.values.GeneratedValueBasicResultBuilder
3124:             1             32  org.hibernate.id.factory.internal.StandardIdentifierGeneratorFactory
3125:             1             32  org.hibernate.id.insert.GetGeneratedKeysDelegate
3126:             1             32  org.hibernate.internal.SessionFactoryImpl$StatelessSessionBuilderImpl
3127:             2             32  org.hibernate.internal.util.collections.CaseInsensitiveDictionary
3128:             2             32  org.hibernate.jpa.HibernatePersistenceProvider$1
3129:             1             32  org.hibernate.loader.ast.internal.MultiIdEntityLoaderStandard
3130:             1             32  org.hibernate.loader.ast.internal.SingleIdLoadPlan
3131:             1             32  org.hibernate.mapping.PrimaryKey
3132:             2             32  org.hibernate.metamodel.mapping.internal.ImmutableAttributeMappingList
3133:             2             32  org.hibernate.persister.entity.AbstractEntityPersister$$Lambda/0x000000b001853ef0
3134:             1             32  org.hibernate.persister.entity.mutation.EntityTableMapping$KeyColumn
3135:             1             32  org.hibernate.query.internal.NamedObjectRepositoryImpl
3136:             1             32  org.hibernate.query.internal.ParameterMetadataImpl
3137:             1             32  org.hibernate.query.internal.QueryInterpretationCacheStandardImpl
3138:             1             32  org.hibernate.query.internal.QueryParameterBindingsImpl
3139:             1             32  org.hibernate.query.spi.SimpleHqlInterpretationImpl
3140:             1             32  org.hibernate.query.sqm.internal.ConcreteSqmSelectQueryPlan$$Lambda/0x000000b001a11e60
3141:             1             32  org.hibernate.query.sqm.internal.ConcreteSqmSelectQueryPlan$$Lambda/0x000000b001a126f8
3142:             1             32  org.hibernate.query.sqm.internal.SqmInterpretationsKey
3143:             1             32  org.hibernate.query.sqm.sql.FromClauseIndex
3144:             2             32  org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl
3145:             2             32  org.hibernate.sql.ast.spi.SqlAliasBaseManager
3146:             2             32  org.hibernate.sql.ast.tree.expression.Star
3147:             2             32  org.hibernate.sql.ast.tree.from.FromClause
3148:             1             32  org.hibernate.sql.ast.tree.predicate.ComparisonPredicate
3149:             1             32  org.hibernate.sql.ast.tree.select.SelectStatement
3150:             2             32  org.hibernate.sql.exec.internal.JdbcParametersImpl
3151:             1             32  org.hibernate.sql.results.graph.basic.BasicResult
3152:             2             32  org.hibernate.sql.results.graph.internal.ImmutableFetchList
3153:             2             32  org.hibernate.sql.results.jdbc.internal.JdbcValuesMappingProducerStandard
3154:             1             32  org.hibernate.tuple.IdentifierProperty
3155:             1             32  org.hibernate.type.BasicTypeRegistry
3156:             1             32  org.hibernate.type.descriptor.java.BooleanPrimitiveArrayJavaType
3157:             1             32  org.hibernate.type.descriptor.java.DoublePrimitiveArrayJavaType
3158:             1             32  org.hibernate.type.descriptor.java.FloatPrimitiveArrayJavaType
3159:             1             32  org.hibernate.type.descriptor.java.IntegerPrimitiveArrayJavaType
3160:             1             32  org.hibernate.type.descriptor.java.LongPrimitiveArrayJavaType
3161:             1             32  org.hibernate.type.descriptor.java.ShortPrimitiveArrayJavaType
3162:             1             32  org.hibernate.type.descriptor.java.spi.BasicCollectionJavaType
3163:             1             32  org.hibernate.type.descriptor.java.spi.UnknownBasicJavaType
3164:             1             32  org.hibernate.type.descriptor.jdbc.BigIntJdbcType$1
3165:             1             32  org.hibernate.type.descriptor.jdbc.BigIntJdbcType$2
3166:             1             32  org.hibernate.type.descriptor.jdbc.BooleanJdbcType$1
3167:             1             32  org.hibernate.type.descriptor.jdbc.BooleanJdbcType$2
3168:             1             32  org.hibernate.type.descriptor.jdbc.ClobJdbcType$1
3169:             1             32  org.hibernate.type.descriptor.jdbc.ClobJdbcType$2$1
3170:             1             32  org.hibernate.type.descriptor.jdbc.DoubleJdbcType$1
3171:             1             32  org.hibernate.type.descriptor.jdbc.DoubleJdbcType$2
3172:             1             32  org.hibernate.type.descriptor.jdbc.IntegerJdbcType$2
3173:             1             32  org.hibernate.type.descriptor.jdbc.TimestampUtcAsInstantJdbcType$1
3174:             1             32  org.hibernate.type.descriptor.jdbc.TimestampUtcAsInstantJdbcType$2
3175:             1             32  org.hibernate.type.descriptor.jdbc.TimestampWithTimeZoneJdbcType$1
3176:             1             32  org.hibernate.type.descriptor.jdbc.TimestampWithTimeZoneJdbcType$2
3177:             2             32  org.hibernate.type.descriptor.jdbc.VarbinaryJdbcType
3178:             2             32  org.hibernate.validator.internal.engine.DefaultParameterNameProvider
3179:             2             32  org.hibernate.validator.internal.engine.DefaultPropertyNodeNameProvider
3180:             2             32  org.hibernate.validator.internal.engine.groups.ValidationOrderGenerator
3181:             2             32  org.hibernate.validator.internal.engine.messageinterpolation.DefaultLocaleResolver
3182:             2             32  org.hibernate.validator.internal.engine.resolver.JPATraversableResolver
3183:             2             32  org.hibernate.validator.internal.metadata.DefaultBeanMetaDataClassNormalizer
3184:             2             32  org.hibernate.validator.internal.metadata.aggregated.rule.OverridingMethodMustNotAlterParameterConstraints
3185:             2             32  org.hibernate.validator.internal.metadata.aggregated.rule.ParallelMethodsMustNotDefineGroupConversionForCascadedReturnValue
3186:             2             32  org.hibernate.validator.internal.metadata.aggregated.rule.ParallelMethodsMustNotDefineParameterConstraints
3187:             2             32  org.hibernate.validator.internal.metadata.aggregated.rule.ReturnValueMayOnlyBeMarkedOnceAsCascadedPerHierarchyLine
3188:             2             32  org.hibernate.validator.internal.metadata.aggregated.rule.VoidMethodsMustNotBeReturnValueConstrained
3189:             2             32  org.hibernate.validator.internal.metadata.core.ConstraintHelper$ValidatorDescriptorMap
3190:             2             32  org.hibernate.validator.internal.properties.DefaultGetterPropertySelectionStrategy
3191:             2             32  org.hibernate.validator.internal.util.ExecutableHelper
3192:             2             32  org.hibernate.validator.internal.util.ExecutableParameterNameProvider
3193:             2             32  org.hibernate.validator.internal.util.TypeResolutionHelper
3194:             2             32  org.slf4j.helpers.ThreadLocalMapOfStacks
3195:             2             32  org.springframework.aop.target.SingletonTargetSource
3196:             1             32  org.springframework.beans.factory.support.AbstractBeanFactory$BeanPostProcessorCache
3197:             1             32  org.springframework.beans.factory.support.BeanDefinitionDefaults
3198:             2             32  org.springframework.beans.factory.support.NullBean
3199:             1             32  org.springframework.boot.DefaultApplicationArguments$Source
3200:             1             32  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport
3201:             2             32  org.springframework.boot.autoconfigure.condition.OnResourceCondition
3202:             1             32  org.springframework.boot.autoconfigure.data.jpa.JpaRepositoriesRegistrar
3203:             1             32  org.springframework.boot.autoconfigure.http.client.HttpClientProperties
3204:             1             32  org.springframework.boot.autoconfigure.jdbc.JdbcProperties$Template
3205:             1             32  org.springframework.boot.autoconfigure.task.TaskExecutionProperties
3206:             1             32  org.springframework.boot.autoconfigure.task.TaskSchedulingProperties
3207:             1             32  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Accesslog
3208:             1             32  org.springframework.boot.autoconfigure.web.WebProperties$Resources
3209:             1             32  org.springframework.boot.autoconfigure.web.format.WebConversionService
3210:             1             32  org.springframework.boot.autoconfigure.web.servlet.MultipartProperties
3211:             1             32  org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryCustomizer
3212:             1             32  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Contentnegotiation
3213:             1             32  org.springframework.boot.autoconfigure.web.servlet.error.DefaultErrorViewResolver
3214:             1             32  org.springframework.boot.cloud.CloudPlatform$7
3215:             2             32  org.springframework.boot.context.config.ConfigData$AlwaysPropertySourceOptions
3216:             2             32  org.springframework.boot.context.properties.bind.BindConverter
3217:             2             32  org.springframework.boot.convert.CharArrayFormatter
3218:             2             32  org.springframework.boot.convert.DurationToNumberConverter
3219:             2             32  org.springframework.boot.convert.DurationToStringConverter
3220:             2             32  org.springframework.boot.convert.InetAddressFormatter
3221:             2             32  org.springframework.boot.convert.InputStreamSourceToByteArrayConverter
3222:             2             32  org.springframework.boot.convert.IsoOffsetFormatter
3223:             2             32  org.springframework.boot.convert.LenientBooleanToEnumConverterFactory
3224:             2             32  org.springframework.boot.convert.LenientStringToEnumConverterFactory
3225:             2             32  org.springframework.boot.convert.NumberToDataSizeConverter
3226:             2             32  org.springframework.boot.convert.NumberToDurationConverter
3227:             2             32  org.springframework.boot.convert.NumberToPeriodConverter
3228:             2             32  org.springframework.boot.convert.PeriodToStringConverter
3229:             2             32  org.springframework.boot.convert.StringToFileConverter
3230:             1             32  org.springframework.boot.env.OriginTrackedMapPropertySource
3231:             1             32  org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource
3232:             2             32  org.springframework.boot.io.Base64ProtocolResolver
3233:             2             32  org.springframework.boot.loader.net.protocol.nested.Handler
3234:             1             32  org.springframework.boot.logging.logback.LogbackLoggingSystem$1
3235:             1             32  org.springframework.boot.web.embedded.tomcat.TomcatWebServer
3236:             1             32  org.springframework.boot.web.server.Compression
3237:             2             32  org.springframework.boot.web.server.MimeMappings
3238:             1             32  org.springframework.boot.web.servlet.context.ApplicationServletEnvironment
3239:             1             32  org.springframework.boot.web.servlet.server.Encoding
3240:             1             32  org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData
3241:             1             32  org.springframework.cglib.core.WeakCacheKey
3242:             2             32  org.springframework.cglib.proxy.DispatcherGenerator
3243:             1             32  org.springframework.cglib.proxy.Enhancer$EnhancerFactoryData
3244:             1             32  org.springframework.context.annotation.AnnotatedBeanDefinitionReader
3245:             1             32  org.springframework.context.annotation.ComponentScanAnnotationParser
3246:             1             32  org.springframework.context.annotation.ConfigurationClassParser$ImportStack
3247:             1             32  org.springframework.context.event.EventExpressionEvaluator
3248:             2             32  org.springframework.context.expression.BeanExpressionContextAccessor
3249:             2             32  org.springframework.context.expression.BeanFactoryAccessor
3250:             2             32  org.springframework.context.expression.EnvironmentAccessor
3251:             2             32  org.springframework.context.expression.MapAccessor
3252:             2             32  org.springframework.context.expression.StandardBeanExpressionResolver$$Lambda/0x000000b0012514c8
3253:             1             32  org.springframework.context.support.DelegatingMessageSource
3254:             2             32  org.springframework.core.annotation.MergedAnnotationPredicates$$Lambda/0x000000b001902088
3255:             2             32  org.springframework.core.convert.support.GenericConversionService$NoOpConverter
3256:             1             32  org.springframework.core.env.StandardEnvironment
3257:             2             32  org.springframework.core.io.DescriptiveResource
3258:             2             32  org.springframework.data.expression.DefaultValueExpressionParser
3259:             1             32  org.springframework.data.jpa.repository.support.JpaMetamodelEntityInformation$IdMetadata
3260:             1             32  org.springframework.data.mapping.PreferredConstructor
3261:             1             32  org.springframework.data.mapping.model.ClassGeneratingPropertyAccessorFactory
3262:             1             32  org.springframework.data.repository.config.DefaultRepositoryConfiguration
3263:             2             32  org.springframework.data.repository.core.support.AbstractRepositoryMetadata$$Lambda/0x000000b001399e20
3264:             2             32  org.springframework.data.repository.core.support.MethodLookups$$Lambda/0x000000b0018b1bc8
3265:             2             32  org.springframework.data.repository.core.support.PropertiesBasedNamedQueries
3266:             1             32  org.springframework.data.repository.query.ReturnedType$ReturnedClass
3267:             1             32  org.springframework.data.repository.support.DomainClassConverter
3268:             1             32  org.springframework.data.repository.support.Repositories
3269:             2             32  org.springframework.data.util.CustomCollections$SearchableTypes
3270:             2             32  org.springframework.data.util.Lazy$$Lambda/0x000000b001892ce8
3271:             2             32  org.springframework.data.util.Streamable$$Lambda/0x000000b001394160
3272:             2             32  org.springframework.expression.spel.support.StandardTypeConverter
3273:             2             32  org.springframework.http.server.PathContainer$Options
3274:             1             32  org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler
3275:             2             32  org.springframework.transaction.annotation.JtaTransactionAnnotationParser
3276:             2             32  org.springframework.transaction.annotation.SpringTransactionAnnotationParser
3277:             2             32  org.springframework.util.ConcurrentReferenceHashMap$KeySet
3278:             1             32  org.springframework.util.UnmodifiableMultiValueMap
3279:             2             32  org.springframework.validation.beanvalidation.MethodValidationAdapter$$Lambda/0x000000b0013d4200
3280:             2             32  org.springframework.web.method.annotation.RequestParamMapMethodArgumentResolver
3281:             1             32  org.springframework.web.method.annotation.SessionAttributesHandler
3282:             2             32  org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite
3283:             1             32  org.springframework.web.servlet.config.annotation.AsyncSupportConfigurer
3284:             2             32  org.springframework.web.servlet.mvc.condition.HeadersRequestCondition
3285:             1             32  org.springframework.web.servlet.mvc.condition.PatternsRequestCondition
3286:             1             32  org.springframework.web.servlet.mvc.method.RequestMappingInfo$BuilderConfiguration
3287:             2             32  org.springframework.web.servlet.mvc.method.annotation.JsonViewResponseBodyAdvice
3288:             2             32  org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMapMethodArgumentResolver
3289:             2             32  org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandler
3290:             2             32  org.springframework.web.servlet.mvc.method.annotation.PathVariableMapMethodArgumentResolver
3291:             1             32  org.springframework.web.servlet.mvc.method.annotation.ReactiveTypeHandler
3292:             2             32  org.springframework.web.servlet.mvc.method.annotation.RedirectAttributesMethodArgumentResolver
3293:             1             32  org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler
3294:             1             32  org.springframework.web.servlet.mvc.method.annotation.ServletCookieValueMethodArgumentResolver
3295:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewMethodReturnValueHandler
3296:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewNameMethodReturnValueHandler
3297:             1             32  org.springframework.web.servlet.view.BeanNameViewResolver
3298:             1             32  org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator
3299:             2             32  org.springframework.web.util.DisconnectedClientHelper
3300:             2             32  sun.net.www.protocol.file.Handler (java.base@21.0.12)
3301:             2             32  sun.net.www.protocol.jrt.Handler (java.base@21.0.12)
3302:             1             32  sun.nio.ch.DummySocketImpl (java.base@21.0.12)
3303:             2             32  sun.nio.ch.SocketDispatcher (java.base@21.0.12)
3304:             1             32  sun.nio.fs.LinuxFileSystem (java.base@21.0.12)
3305:             1             32  sun.nio.fs.NativeBuffer (java.base@21.0.12)
3306:             1             32  sun.nio.fs.UnixFileKey (java.base@21.0.12)
3307:             2             32  sun.reflect.generics.reflectiveObjects.GenericArrayTypeImpl (java.base@21.0.12)
3308:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@21.0.12)
3309:             2             32  sun.util.logging.internal.LoggingProviderImpl$JULWrapper (java.logging@21.0.12)
3310:             2             32  sun.util.resources.LocaleData (java.base@21.0.12)
3311:             1             24  [Lch.qos.logback.core.joran.spi.ConsoleTarget;
3312:             1             24  [Lch.qos.logback.core.subst.Node$Type;
3313:             1             24  [Lch.qos.logback.core.util.ReentryGuardFactory$GuardType;
3314:             1             24  [Lcom.fasterxml.jackson.core.StreamWriteCapability;
3315:             1             24  [Lcom.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty$Type;
3316:             1             24  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager$Property; (java.xml@21.0.12)
3317:             1             24  [Ljakarta.persistence.AccessType;
3318:             1             24  [Ljakarta.persistence.CacheRetrieveMode;
3319:             1             24  [Ljakarta.persistence.spi.PersistenceUnitTransactionType;
3320:             1             24  [Ljava.io.File$PathStatus; (java.base@21.0.12)
3321:             1             24  [Ljava.lang.ClassLoader; (java.base@21.0.12)
3322:             1             24  [Ljava.lang.StackWalker$ExtendedOption; (java.base@21.0.12)
3323:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@21.0.12)
3324:             1             24  [Ljava.net.InetSocketAddress; (java.base@21.0.12)
3325:             1             24  [Ljava.net.SocketAddress; (java.base@21.0.12)
3326:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@21.0.12)
3327:             1             24  [Ljava.util.Comparators$NaturalOrderComparator; (java.base@21.0.12)
3328:             1             24  [Ljava.util.Locale$Category; (java.base@21.0.12)
3329:             1             24  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@21.0.12)
3330:             1             24  [Ljava.util.concurrent.atomic.Striped64$Cell; (java.base@21.0.12)
3331:             1             24  [Ljava.util.jar.Manifest; (java.base@21.0.12)
3332:             1             24  [Ljdk.xml.internal.XMLSecurityManager$Processor; (java.xml@21.0.12)
3333:             1             24  [Lnet.bytebuddy.ClassFileVersion$VersionLocator$Resolver;
3334:             1             24  [Lnet.bytebuddy.NamingStrategy$Suffixing$BaseNameResolver$ForUnnamedType;
3335:             1             24  [Lnet.bytebuddy.asm.Advice$Delegator$ForRegularInvocation$Factory;
3336:             1             24  [Lnet.bytebuddy.asm.Advice$Dispatcher$Inactive;
3337:             1             24  [Lnet.bytebuddy.asm.Advice$Dispatcher$RelocationHandler$Disabled;
3338:             1             24  [Lnet.bytebuddy.asm.Advice$Dispatcher$SuppressionHandler$NoOp;
3339:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$Factory$AdviceType;
3340:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForAllArguments$Factory;
3341:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForArgument$Unresolved$Factory;
3342:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForDynamicConstant$Factory;
3343:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForField$Unresolved$Factory;
3344:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForFieldHandle$Unresolved$ReaderFactory;
3345:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForFieldHandle$Unresolved$WriterFactory;
3346:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForHandle$Factory;
3347:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForOrigin$Factory;
3348:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForReturnValue$Factory;
3349:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForSelfCallHandle$Factory;
3350:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForStubValue;
3351:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForThisReference$Factory;
3352:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForThrowable$Factory;
3353:             1             24  [Lnet.bytebuddy.asm.Advice$OffsetMapping$ForUnusedValue$Factory;
3354:             1             24  [Lnet.bytebuddy.asm.Advice$PostProcessor$NoOp;
3355:             1             24  [Lnet.bytebuddy.asm.AsmVisitorWrapper$NoOp;
3356:             1             24  [Lnet.bytebuddy.description.annotation.AnnotationSource$Empty;
3357:             1             24  [Lnet.bytebuddy.description.modifier.FieldPersistence;
3358:             1             24  [Lnet.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$NoOp;
3359:             1             24  [Lnet.bytebuddy.description.type.TypeDescription$Generic$Visitor$Reifying;
3360:             1             24  [Lnet.bytebuddy.dynamic.ClassFileLocator$ForClassLoader$BootLoaderProxyCreationAction;
3361:             1             24  [Lnet.bytebuddy.dynamic.Transformer$NoOp;
3362:             1             24  [Lnet.bytebuddy.dynamic.TypeResolutionStrategy$Passive;
3363:             1             24  [Lnet.bytebuddy.dynamic.scaffold.FieldLocator$ForClassHierarchy$Factory;
3364:             1             24  [Lnet.bytebuddy.dynamic.scaffold.FieldLocator$Resolution$Illegal;
3365:             1             24  [Lnet.bytebuddy.dynamic.scaffold.InstrumentedType$Factory$Default;
3366:             1             24  [Lnet.bytebuddy.dynamic.scaffold.MethodGraph$Compiler$Default$Harmonizer$ForJavaMethod;
3367:             1             24  [Lnet.bytebuddy.dynamic.scaffold.MethodGraph$Compiler$Default$Merger$Directional;
3368:             1             24  [Lnet.bytebuddy.dynamic.scaffold.TypeInitializer$None;
3369:             1             24  [Lnet.bytebuddy.dynamic.scaffold.TypeValidation;
3370:             1             24  [Lnet.bytebuddy.dynamic.scaffold.TypeWriter$Default$ClassDumpAction$Dispatcher$Disabled;
3371:             1             24  [Lnet.bytebuddy.dynamic.scaffold.subclass.SubclassImplementationTarget$Factory;
3372:             1             24  [Lnet.bytebuddy.dynamic.scaffold.subclass.SubclassImplementationTarget$OriginTypeResolver;
3373:             1             24  [Lnet.bytebuddy.implementation.Implementation$Context$Default$Factory;
3374:             1             24  [Lnet.bytebuddy.implementation.Implementation$Target$AbstractBase$DefaultMethodInvocation;
3375:             1             24  [Lnet.bytebuddy.implementation.LoadedTypeInitializer$NoOp;
3376:             1             24  [Lnet.bytebuddy.implementation.MethodCall$MethodInvoker$ForContextualInvocation$Factory;
3377:             1             24  [Lnet.bytebuddy.implementation.MethodCall$TargetHandler$ForConstructingInvocation$Factory;
3378:             1             24  [Lnet.bytebuddy.implementation.StubMethod;
3379:             1             24  [Lnet.bytebuddy.implementation.SuperMethodCall$Appender$TerminationHandler;
3380:             1             24  [Lnet.bytebuddy.implementation.SuperMethodCall;
3381:             1             24  [Lnet.bytebuddy.implementation.attribute.AnnotationRetention;
3382:             1             24  [Lnet.bytebuddy.implementation.attribute.AnnotationValueFilter$Default;
3383:             1             24  [Lnet.bytebuddy.implementation.attribute.FieldAttributeAppender$ForInstrumentedField;
3384:             1             24  [Lnet.bytebuddy.implementation.attribute.MethodAttributeAppender$NoOp;
3385:             1             24  [Lnet.bytebuddy.implementation.attribute.TypeAttributeAppender$ForInstrumentedType;
3386:             1             24  [Lnet.bytebuddy.implementation.bind.ArgumentTypeResolver;
3387:             1             24  [Lnet.bytebuddy.implementation.bind.DeclaringTypeResolver;
3388:             1             24  [Lnet.bytebuddy.implementation.bind.MethodDelegationBinder$BindingResolver$Default;
3389:             1             24  [Lnet.bytebuddy.implementation.bind.MethodDelegationBinder$MethodInvoker$Simple;
3390:             1             24  [Lnet.bytebuddy.implementation.bind.MethodDelegationBinder$TerminationHandler$Default;
3391:             1             24  [Lnet.bytebuddy.implementation.bind.MethodNameEqualityResolver;
3392:             1             24  [Lnet.bytebuddy.implementation.bind.ParameterLengthResolver;
3393:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.AllArguments$Binder;
3394:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.Argument$Binder;
3395:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.BindingPriority$Resolver;
3396:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.Default$Binder;
3397:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.DefaultCall$Binder;
3398:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.DefaultCallHandle$Binder;
3399:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.DefaultMethod$Binder;
3400:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.DefaultMethodHandle$Binder;
3401:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.DynamicConstant$Binder;
3402:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.Empty$Binder;
3403:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.FieldGetterHandle$Binder;
3404:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.FieldSetterHandle$Binder;
3405:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.FieldValue$Binder;
3406:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.Handle$Binder;
3407:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.Origin$Binder;
3408:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.StubValue$Binder;
3409:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.Super$Binder;
3410:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.SuperCall$Binder;
3411:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.SuperCallHandle$Binder;
3412:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.SuperMethod$Binder;
3413:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.SuperMethodHandle$Binder;
3414:             1             24  [Lnet.bytebuddy.implementation.bind.annotation.This$Binder;
3415:             1             24  [Lnet.bytebuddy.implementation.bytecode.StackManipulation$Trivial;
3416:             1             24  [Lnet.bytebuddy.implementation.bytecode.assign.reference.GenericTypeAwareAssigner;
3417:             1             24  [Lnet.bytebuddy.implementation.bytecode.assign.reference.ReferenceTypeAwareAssigner;
3418:             1             24  [Lnet.bytebuddy.implementation.bytecode.constant.DoubleConstant;
3419:             1             24  [Lnet.bytebuddy.implementation.bytecode.constant.LongConstant;
3420:             1             24  [Lnet.bytebuddy.implementation.bytecode.constant.NullConstant;
3421:             1             24  [Lnet.bytebuddy.implementation.bytecode.member.FieldAccess;
3422:             1             24  [Lnet.bytebuddy.implementation.bytecode.member.MethodVariableAccess$MethodLoading$TypeCastingHandler$NoOp;
3423:             1             24  [Lnet.bytebuddy.pool.TypePool$CacheProvider$NoOp;
3424:             1             24  [Lnet.bytebuddy.pool.TypePool$Empty;
3425:             1             24  [Lnet.bytebuddy.utility.AsmClassWriter$Factory$Default$EmptyAsmClassReader;
3426:             1             24  [Lnet.bytebuddy.utility.ConstructorComparator;
3427:             1             24  [Lnet.bytebuddy.utility.MethodComparator;
3428:             1             24  [Lnet.bytebuddy.utility.dispatcher.JavaDispatcher$DynamicClassLoader$Resolver$CreationAction;
3429:             1             24  [Lorg.antlr.v4.runtime.atn.ATNType;
3430:             1             24  [Lorg.apache.catalina.Service;
3431:             1             24  [Lorg.apache.catalina.WebResource;
3432:             1             24  [Lorg.apache.catalina.connector.Connector;
3433:             1             24  [Lorg.apache.catalina.mapper.Mapper$ContextVersion;
3434:             1             24  [Lorg.apache.catalina.mapper.Mapper$MappedContext;
3435:             1             24  [Lorg.apache.catalina.mapper.Mapper$MappedHost;
